Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Bosnia and Herzegovina,BIH,Present value of external debt (% of GNI),DT.DOD.PVLX.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.58873008606211,
Bosnia and Herzegovina,BIH,Present value of external debt (current US$),DT.DOD.PVLX.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5358602836.299999,
Bosnia and Herzegovina,BIH,Prevalence of anemia among children (% of children ages 6-59 months),SH.ANM.CHLD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,25.0,24.8,24.8,24.8,24.8,24.7,24.5,24.2,23.9,23.6,23.4,23.2,23.1,23.1,23.2,23.4,23.6,23.9,24.3,,,,,
Bosnia and Herzegovina,BIH,Prevalence of anemia among non-pregnant women (% of women ages 15-49),SH.ANM.NPRG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,24.8,24.6,24.4,24.4,24.3,24.2,24.1,24.0,23.9,23.8,23.8,23.7,23.7,23.7,23.7,23.8,23.8,24.0,24.3,,,,,
Bosnia and Herzegovina,BIH,Prevalence of anemia among pregnant women (%),SH.PRG.ANEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.2,30.7,30.3,29.9,29.7,29.4,29.2,28.9,28.6,28.3,28.0,27.8,27.6,27.5,27.4,27.3,27.2,27.2,27.2,27.2,,,,,
Bosnia and Herzegovina,BIH,Prevalence of anemia among women of reproductive age (% of women ages 15-49),SH.ANM.ALLW.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,25.0,24.7,24.6,24.5,24.4,24.3,24.2,24.1,24.0,23.9,23.9,23.8,23.8,23.8,23.8,23.8,23.9,24.1,24.4,,,,,
Bosnia and Herzegovina,BIH,Prevalence of current tobacco use (% of adults),SH.PRV.SMOK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,,43.7,,42.7,,,41.1,,,,,38.8,,,,,36.8,36.4,36.2,,
Bosnia and Herzegovina,BIH,"Prevalence of current tobacco use, females (% of female adults)",SH.PRV.SMOK.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.8,,,,,33.5,,33.1,,,32.5,,,,,31.6,,,,,31.1,30.8,30.9,,
Bosnia and Herzegovina,BIH,"Prevalence of current tobacco use, males (% of male adults)",SH.PRV.SMOK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.2,,,,,53.9,,52.2,,,49.7,,,,,45.9,,,,,42.6,42.0,41.6,,
Bosnia and Herzegovina,BIH,"Prevalence of HIV, female (% ages 15-24)",SH.HIV.1524.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of HIV, male (% ages 15-24)",SH.HIV.1524.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of HIV, total (% of population ages 15-49)",SH.DYN.AIDS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,10.3,8.7,9.2,10.0,12.6,13.4,13.3,,
Bosnia and Herzegovina,BIH,"Prevalence of overweight, weight for height (% of children under 5)",SH.STA.OWGH.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,,,,,,25.7,,,,,,17.4,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",SH.STA.OWGH.ME.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,19.2,20.2,21.1,21.7,22.1,22.2,21.9,21.4,20.8,20.0,19.2,18.3,17.3,16.4,15.5,14.6,13.9,13.2,12.7,12.3,12.2,12.2,12.5,13.0
Bosnia and Herzegovina,BIH,"Prevalence of overweight, weight for height, female (% of children under 5)",SH.STA.OWGH.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,,,,,,24.0,,,,,,18.0,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of overweight, weight for height, male (% of children under 5)",SH.STA.OWGH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,27.4,,,,,,16.7,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.8,1.3,1.5,1.9,2.8,3.1,2.8,,
Bosnia and Herzegovina,BIH,"Prevalence of severe wasting, weight for height (% of children under 5)",SH.SVR.WAST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,,,,,1.5,,,,,,1.6,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of severe wasting, weight for height, female (% of children under 5)",SH.SVR.WAST.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,1.1,,,,,,1.4,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of severe wasting, weight for height, male (% of children under 5)",SH.SVR.WAST.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,,,,,,1.9,,,,,,1.8,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of stunting, height for age (% of children under 5)",SH.STA.STNT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,11.8,,,,,,8.9,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",SH.STA.STNT.ME.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,11.8,11.6,11.3,11.2,11.1,10.9,10.9,10.6,10.3,9.9,9.6,9.2,9.0,8.8,8.7,8.6,8.5,8.4,8.3,8.2,8.1,8.1,8.0,7.9
Bosnia and Herzegovina,BIH,"Prevalence of stunting, height for age, female (% of children under 5)",SH.STA.STNT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,10.7,,,,,,8.9,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of stunting, height for age, male (% of children under 5)",SH.STA.STNT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,,,,,,12.8,,,,,,8.9,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.3,2.8,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,
Bosnia and Herzegovina,BIH,"Prevalence of underweight, weight for age (% of children under 5)",SH.STA.MALN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,1.6,,,,,,1.6,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of underweight, weight for age, female (% of children under 5)",SH.STA.MALN.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,1.0,,,,,,1.3,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of underweight, weight for age, male (% of children under 5)",SH.STA.MALN.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,,,,,2.2,,,,,,1.8,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of wasting, weight for height (% of children under 5)",SH.STA.WAST.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.4,,,,,,4.0,,,,,,2.3,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of wasting, weight for height, female (% of children under 5)",SH.STA.WAST.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,,,,,,4.3,,,,,,2.4,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Prevalence of wasting, weight for height, male (% of children under 5)",SH.STA.WAST.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,3.8,,,,,,2.3,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Price level ratio of PPP conversion factor (GDP) to market exchange rate,PA.NUS.PPPC.RF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0576000918003303,1.7338213800456073,1.401124256824433,1.072861019165565,0.3269367306455567,0.4104274516796148,0.3901379541108798,0.3699263205188731,0.3516957360200669,0.3604406893334615,0.3227564868856166,0.3222309168608109,0.344406720870766,0.4135845677908885,0.4535151949158084,0.4599861091000189,0.4608303859141848,0.5114850041042601,0.5638544402215105,0.5222143976962705,0.4959383020775492,0.5104436355344979,0.463761158736311,0.4658046663829018,0.4661653734436147,0.3934835330900281,0.3820767309572381,0.3922326225102328,0.407028412877606,0.3726630350194552,0.3744879218914715,0.3989380551654989,0.3625287597817703,0.3848103864021893,
Bosnia and Herzegovina,BIH,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.4389266967773,77.5280914306641,77.1656036376953,76.0282516479492,84.2961807250977,91.3972396850586,90.0918197631836,90.15966796875,87.6003036499023,91.4811782836914,89.3832168579102,89.2675933837891,86.5141220092773,86.3625335693359,
Bosnia and Herzegovina,BIH,"Primary completion rate, male (% of relevant age group)",SE.PRM.CMPT.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.6410293579102,78.1858062744141,77.349739074707,76.5223693847656,84.7163162231445,91.9482116699219,91.5753173828125,90.8253784179688,89.2712631225586,91.2639236450195,90.9612426757812,88.4001998901367,87.4833526611328,86.3512496948242,
Bosnia and Herzegovina,BIH,"Primary completion rate, total (% of relevant age group)",SE.PRM.CMPT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0311584472656,77.8637924194336,77.2597198486328,76.28125,84.5116500854492,91.679443359375,90.8496475219727,90.4990997314453,88.4528198242188,91.3700790405273,90.1913833618164,88.8229522705078,87.0107116699219,86.3567733764648,
Bosnia and Herzegovina,BIH,"Primary education, duration (years)",SE.PRM.DURS,,,,,,,,,,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,
Bosnia and Herzegovina,BIH,"Primary education, pupils",SE.PRM.ENRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198800.0,181917.0,173647.0,175271.0,170842.0,166620.0,162528.0,161023.0,162629.0,161560.0,161483.0,159380.0,157304.0,152333.0,147690.0,143873.0,141518.0,
Bosnia and Herzegovina,BIH,"Primary education, pupils (% female)",SE.PRM.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.77314,48.66835,48.9113,48.8592,48.63383,48.63102,48.61439,48.60548,48.68873,48.49901,48.47879,48.53871,,,,,,
Bosnia and Herzegovina,BIH,"Primary education, teachers",SE.PRM.TCHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9505.0,9573.0,9475.0,9346.0,9389.0,9416.0,9415.0,9443.0,9457.0,9353.0,9722.0,
Bosnia and Herzegovina,BIH,"Primary education, teachers (% female)",SE.PRM.TCHR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.9979019165039,84.5816421508789,85.5197906494141,86.0582122802734,86.6759033203125,87.0114669799805,87.371223449707,87.7899017333984,87.6176376342773,88.1642303466797,86.5562591552734,
Bosnia and Herzegovina,BIH,Primary government expenditures as a proportion of original approved budget (%),GF.XPD.BUDG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,95.3839,124.2336,99.2534,96.806,98.1752,90.3773,95.3246,93.9036,88.0687,88.6438,80.9888,83.8316,95.47498,103.017186599246,,,
Bosnia and Herzegovina,BIH,"Primary income payments (BoP, current US$)",BM.GSR.FCTY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53887331.7157558,65348515.7890165,76439488.5083668,93066034.9193404,97431532.3028599,120637934.9583,170107680.76887602,212800167.583622,340135408.86237305,623213152.215387,534161651.534147,218231697.99694,317140521.791508,515656056.61917096,438553446.25638497,339427936.110472,503518695.825706,417659435.668203,503450176.81069297,711855118.195223,737097157.86168,719972023.1718979,656821309.4087219,1024269646.80636,1093068477.07469,1235973054.24726,
Bosnia and Herzegovina,BIH,"Primary income receipts (BoP, current US$)",BX.GSR.FCTY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862965833.3100901,793403197.625321,666797362.704831,625462608.551885,605473168.1589481,653933107.217329,674591782.188448,682302415.827822,732575917.2271351,1091887955.5552,1244143189.16634,897776633.943178,596659378.29131,665327076.870442,573681919.721649,586411233.702941,648679888.810593,527268072.110502,525753089.730866,560181754.625772,619494838.202186,685865817.039891,544131241.1835351,721005961.566638,770754816.776624,1077145841.49634,
Bosnia and Herzegovina,BIH,Primary school age children out-of-school (%),SE.LPV.PRIM.SD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Primary school starting age (years),SE.PRM.AGES,,,,,,,,,,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,
Bosnia and Herzegovina,BIH,"Probability of dying among adolescents ages 10-14 years (per 1,000)",SH.DYN.1014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,1.2,8.0,8.3,1.1,1.9,0.9,0.9,0.8,0.8,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,
Bosnia and Herzegovina,BIH,"Probability of dying among adolescents ages 15-19 years (per 1,000)",SH.DYN.1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,2.8,31.6,34.6,11.6,5.5,2.2,2.0,1.8,1.6,1.6,1.5,1.5,1.5,1.5,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.6,1.7,1.7,1.7,1.6,1.6,1.5,1.4,1.4,
Bosnia and Herzegovina,BIH,"Probability of dying among children ages 5-9 years (per 1,000)",SH.DYN.0509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,1.3,15.2,15.7,1.1,3.0,1.0,0.9,0.9,0.8,0.8,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,
Bosnia and Herzegovina,BIH,"Probability of dying among youth ages 20-24 years (per 1,000)",SH.DYN.2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9,4.1,75.5,83.5,31.2,10.6,3.1,2.8,2.5,2.3,2.2,2.1,2.0,2.0,2.1,2.1,2.2,2.2,2.2,2.3,2.3,2.3,2.3,2.4,2.4,2.5,2.6,2.6,2.6,2.5,2.4,2.2,2.1,2.0,
Bosnia and Herzegovina,BIH,Progression to secondary school (%),SE.SEC.PROG.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.6691,,,,,99.49037,98.88108,98.64303,97.91047,,,,,,,
Bosnia and Herzegovina,BIH,"Progression to secondary school, female (%)",SE.SEC.PROG.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.77975,,,,,99.33006,98.59921,99.00013,98.07339,,,,,,,
Bosnia and Herzegovina,BIH,"Progression to secondary school, male (%)",SE.SEC.PROG.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.52933,,,,,99.64212,99.14783,98.30714,97.75499,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of people living below 50 percent of median income (%),SI.DST.50MD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,11.7,,,11.9,,,,11.8,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of population pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP1.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16,,,,,,0.0,,,,0.0,,,,0.01,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,,,,,0.08,,,,0.08,,,,0.06,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of population pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.NOPR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.33,,,,,,1.67,,,,1.62,,,,1.85,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of population pushed further below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP1.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,0.0,,,,0.02,,,,0.0,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of population pushed further below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBP2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,,,,,,0.15,,,,0.15,,,,0.24,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of population pushed further below the 60% median consumption poverty line by out-of-pocket health care expenditure (%),SH.UHC.FBPR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.95,,,,,,10.26,,,,9.47,,,,7.85,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of population pushed or further pushed below the $2.15 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT1.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,0.0,,,,0.02,,,,0.01,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of population pushed or further pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.TOT2.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18,,,,,,0.23,,,,0.23,,,,0.3,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of population pushed or further pushed below the 60% median consumption poverty line by out-of-pocket health expenditure (%),SH.UHC.TOTR.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.28,,,,,,11.93,,,,11.09,,,,9.7,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,,,,,,10.25,,,,8.56,,,,8.18,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.25.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45,,,,,,1.9,,,,1.27,,,,1.39,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of seats held by women in national parliaments (%),SG.GEN.PARL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.14285714285714,,16.6666666666667,16.6666666666667,16.6666666666667,14.2857142857143,11.9047619047619,11.9047619047619,19.047619047619,16.6666666666667,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,21.4285714285714,26.1904761904762,26.1904761904762,16.6666666666667,19.0476190476191,19.047619047619
Bosnia and Herzegovina,BIH,"Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day)",SG.TIM.UWRK.FE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day)",SG.TIM.UWRK.MA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of ever-partnered women ages 15-49),SG.VAW.1549.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Prosperity gap (average shortfall from a prosperity standard of $25/day),SI.SPR.PGAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,1.8,,,1.6,,,,1.7,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)",DT.TDS.DPPG.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.842108358967949,11.519814288143634,11.395289846530194,4.746771752273846,3.3442262909953384,2.6953277103567803,2.5592484069567267,2.4554312808264074,2.809255068754655,2.696646386141259,3.2917334471895723,3.5608962562287925,3.610556085942011,3.865053785677512,3.846789081290512,4.5090405019269575,6.413324132481112,5.033353911571452,4.653689622632327,4.5775146854061655,5.2748287923740405,6.413075382642719,4.689521777069454,3.751265642346148,6.438615207040901,
Bosnia and Herzegovina,BIH,Public and publicly guaranteed debt service (% of GNI),DT.TDS.DPPG.GN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6397206226861343,4.245027433002545,4.093584286879666,1.4848793783530396,1.071392908183549,0.8802134363380941,0.9252466678443152,0.9731076432217104,0.9301269203986744,0.8724951391228588,0.9588533997246048,1.160944098818428,1.2767692984656565,1.3668626196654152,1.403271162717943,1.67625788638967,2.441231057727772,1.9603252791136176,2.046607177629628,2.0704418582509803,2.2918620556176714,2.4117263646509413,2.17446178728334,1.953356118138296,3.107550313328927,
Bosnia and Herzegovina,BIH,Public private partnerships investment in energy (current US$),IE.PPN.ENGY.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661900000.0,,,,,,,59950000.0,78780000.0,,,,
Bosnia and Herzegovina,BIH,Public private partnerships investment in ICT (current US$),IE.PPN.ICTI.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Public private partnerships investment in transport (current US$),IE.PPN.TRAN.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Public private partnerships investment in water and sanitation (current US$),IE.PPN.WATR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,Pupils below minimum reading proficiency at end of primary (%). Low GAML threshold,SE.LPV.PRIM.LD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,"Pupil-teacher ratio, lower secondary",SE.SEC.ENRL.LO.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.66941,9.46856,9.17162,9.15957,8.74583,8.48551,,,,,,
Bosnia and Herzegovina,BIH,"Pupil-teacher ratio, preprimary",SE.PRE.ENRL.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.47313,13.85554,,,,,,
Bosnia and Herzegovina,BIH,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.09921,16.82054,17.16401,17.28654,17.19917,16.92651,,,,,,
Bosnia and Herzegovina,BIH,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.12966,10.64639,10.14673,9.73102,9.34286,9.1229,,,,,,
Bosnia and Herzegovina,BIH,"Pupil-teacher ratio, tertiary",SE.TER.ENRL.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.09537,20.27056,12.42314,12.44209,11.60917,12.31485,11.83365,11.32189,11.22979,10.19465,9.3736,,,,,,
Bosnia and Herzegovina,BIH,"Pupil-teacher ratio, upper secondary",SE.SEC.ENRL.UP.TC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.73024,14.54589,14.29825,13.45496,12.65596,12.6035,12.48498,12.78353,12.77789,11.99279,11.26358,10.36068,10.02403,9.86006,,,,,,
